request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,CIC,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Learn,https://www.castleintheclouds.org/,https://www.castleintheclouds.org/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Home | Facebook | Learn
647,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,History,Learn,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=History&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | Instagram | Learn
648,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,History,Explore,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=History&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | Instagram | Explore
649,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,History,,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=History,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | Instagram | {null}
650,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,History,Learn,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=History&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | LinkedIn | Learn
651,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,History,Explore,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=History&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | LinkedIn | Explore
652,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,History,,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=History,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | LinkedIn | {null}
653,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,History,Learn,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=History&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | ConstantContact | Learn
654,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,History,Explore,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=History&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | ConstantContact | Explore
655,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,History,,https://www.castleintheclouds.org/history/,https://www.castleintheclouds.org/history/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=History,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | History | ConstantContact | {null}
656,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,NationalHistoricLandmark,Learn,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Facebook | Learn
657,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,NationalHistoricLandmark,Explore,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Facebook | Explore
658,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,NationalHistoricLandmark,,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Facebook | {null}
659,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,NationalHistoricLandmark,Learn,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | GMB | Learn
660,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,NationalHistoricLandmark,Explore,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | GMB | Explore
661,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,NationalHistoricLandmark,,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | GMB | {null}
662,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,NationalHistoricLandmark,Learn,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Instagram | Learn
663,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,NationalHistoricLandmark,Explore,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Instagram | Explore
664,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,NationalHistoricLandmark,,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | Instagram | {null}
665,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,NationalHistoricLandmark,Learn,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | LinkedIn | Learn
666,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,NationalHistoricLandmark,Explore,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | LinkedIn | Explore
667,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,NationalHistoricLandmark,,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=NationalHistoricLandmark,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | LinkedIn | {null}
668,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,NationalHistoricLandmark,Learn,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | ConstantContact | Learn
669,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,NationalHistoricLandmark,Explore,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=NationalHistoricLandmark&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | ConstantContact | Explore
670,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,NationalHistoricLandmark,,https://www.castleintheclouds.org/national-historic-landmark/,https://www.castleintheclouds.org/national-historic-landmark/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=NationalHistoricLandmark,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | National Historic Landmark | ConstantContact | {null}
671,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,MissionAndValues,Learn,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Facebook | Learn
672,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,MissionAndValues,Explore,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Facebook | Explore
673,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,MissionAndValues,,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Facebook | {null}
674,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,MissionAndValues,Learn,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | GMB | Learn
675,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,MissionAndValues,Explore,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | GMB | Explore
676,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,MissionAndValues,,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | GMB | {null}
677,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,MissionAndValues,Learn,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Instagram | Learn
678,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,MissionAndValues,Explore,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Instagram | Explore
679,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,MissionAndValues,,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | Instagram | {null}
680,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,MissionAndValues,Learn,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | LinkedIn | Learn
681,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,MissionAndValues,Explore,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | LinkedIn | Explore
682,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,MissionAndValues,,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=MissionAndValues,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | LinkedIn | {null}
683,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,MissionAndValues,Learn,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=MissionAndValues&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | ConstantContact | Learn
684,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,MissionAndValues,Explore,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=MissionAndValues&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | ConstantContact | Explore
685,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,MissionAndValues,,https://www.castleintheclouds.org/mission/,https://www.castleintheclouds.org/mission/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=MissionAndValues,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Mission & Values | ConstantContact | {null}
686,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,Restoration,Learn,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Facebook | Learn
687,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,Restoration,Explore,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Facebook | Explore
688,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,Restoration,,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=Restoration,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Facebook | {null}
689,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,Restoration,Learn,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | GMB | Learn
690,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,Restoration,Explore,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | GMB | Explore
691,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,Restoration,,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=Restoration,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | GMB | {null}
692,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,Restoration,Learn,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Instagram | Learn
693,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,Restoration,Explore,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Instagram | Explore
694,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,Restoration,,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=Restoration,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | Instagram | {null}
695,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,Restoration,Learn,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | LinkedIn | Learn
696,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,Restoration,Explore,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Restoration&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | LinkedIn | Explore
697,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,Restoration,,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=Restoration,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | LinkedIn | {null}
698,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,Restoration,Learn,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Restoration&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | ConstantContact | Learn
699,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,Restoration,Explore,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Restoration&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | ConstantContact | Explore
700,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,Restoration,,https://www.castleintheclouds.org/preservation/,https://www.castleintheclouds.org/preservation/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=Restoration,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Restoration | ConstantContact | {null}
701,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,StaffLeadership,Learn,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Facebook | Learn
702,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,StaffLeadership,Explore,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Facebook | Explore
703,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,StaffLeadership,,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Facebook | {null}
704,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,StaffLeadership,Learn,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | GMB | Learn
705,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,StaffLeadership,Explore,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | GMB | Explore
706,completed_without_short_link,CIC,GMB,social,About,About,GMB,Social,About,StaffLeadership,,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | GMB | {null}
707,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,StaffLeadership,Learn,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Instagram | Learn
708,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,StaffLeadership,Explore,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Instagram | Explore
709,completed_without_short_link,CIC,Instagram,social,About,About,Instagram,Social,About,StaffLeadership,,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | Instagram | {null}
710,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,StaffLeadership,Learn,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | LinkedIn | Learn
711,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,StaffLeadership,Explore,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | LinkedIn | Explore
712,completed_without_short_link,CIC,LinkedIn,social,About,About,LinkedIn,Social,About,StaffLeadership,,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=StaffLeadership,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | LinkedIn | {null}
713,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,StaffLeadership,Learn,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=StaffLeadership&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | ConstantContact | Learn
714,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,StaffLeadership,Explore,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=StaffLeadership&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | ConstantContact | Explore
715,completed_without_short_link,CIC,ConstantContact,email,About,About,ConstantContact,Email,About,StaffLeadership,,https://www.castleintheclouds.org/staff/,https://www.castleintheclouds.org/staff/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=StaffLeadership,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Staff Leadership | ConstantContact | {null}
716,completed_without_short_link,CIC,Facebook,social,About,About,Facebook,Social,About,BoardOfDirectors,Learn,https://www.castleintheclouds.org/board-of-directors/,https://www.castleintheclouds.org/board-of-directors/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=BoardOfDirectors&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Board of Directors | Facebook | Learn
