request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
689,completed_without_short_link,SFG,Instagram,social,Wedding,Wedding,Instagram,Social,Wedding,DIYWedding,Read,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | Instagram | Read
690,completed_without_short_link,SFG,Instagram,social,Wedding,Wedding,Instagram,Social,Wedding,DIYWedding,Learn,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | Instagram | Learn
691,completed_without_short_link,SFG,Instagram,social,Wedding,Wedding,Instagram,Social,Wedding,DIYWedding,Explore,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | Instagram | Explore
692,completed_without_short_link,SFG,Instagram,social,Wedding,Wedding,Instagram,Social,Wedding,DIYWedding,,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=Instagram&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | Instagram | {null}
693,completed_without_short_link,SFG,LinkedIn,social,Wedding,Wedding,LinkedIn,Social,Wedding,DIYWedding,Read,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | LinkedIn | Read
694,completed_without_short_link,SFG,LinkedIn,social,Wedding,Wedding,LinkedIn,Social,Wedding,DIYWedding,Learn,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | LinkedIn | Learn
695,completed_without_short_link,SFG,LinkedIn,social,Wedding,Wedding,LinkedIn,Social,Wedding,DIYWedding,Explore,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | LinkedIn | Explore
696,completed_without_short_link,SFG,LinkedIn,social,Wedding,Wedding,LinkedIn,Social,Wedding,DIYWedding,,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Wedding&utm_term=DIYWedding,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | LinkedIn | {null}
697,completed_without_short_link,SFG,ConstantContact,email,Wedding,Wedding,ConstantContact,Email,Wedding,DIYWedding,Read,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | ConstantContact | Read
698,completed_without_short_link,SFG,ConstantContact,email,Wedding,Wedding,ConstantContact,Email,Wedding,DIYWedding,Learn,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | ConstantContact | Learn
699,completed_without_short_link,SFG,ConstantContact,email,Wedding,Wedding,ConstantContact,Email,Wedding,DIYWedding,Explore,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Wedding&utm_term=DIYWedding&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | ConstantContact | Explore
700,completed_without_short_link,SFG,ConstantContact,email,Wedding,Wedding,ConstantContact,Email,Wedding,DIYWedding,,https://studleys.com/diy-wedding-flowers/,https://studleys.com/diy-wedding-flowers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Wedding&utm_term=DIYWedding,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | DIY Wedding Flowers | ConstantContact | {null}
701,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,LandingPage,Read,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Facebook | Read
702,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,LandingPage,Learn,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Facebook | Learn
703,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,LandingPage,Explore,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Facebook | Explore
704,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,LandingPage,,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Facebook | {null}
705,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,LandingPage,Read,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | GMB | Read
706,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,LandingPage,Learn,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | GMB | Learn
707,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,LandingPage,Explore,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | GMB | Explore
708,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,LandingPage,,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | GMB | {null}
709,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,LandingPage,Read,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Instagram | Read
710,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,LandingPage,Learn,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Instagram | Learn
711,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,LandingPage,Explore,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Instagram | Explore
712,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,LandingPage,,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | Instagram | {null}
713,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,LandingPage,Read,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | LinkedIn | Read
714,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,LandingPage,Learn,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | LinkedIn | Learn
715,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,LandingPage,Explore,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | LinkedIn | Explore
716,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,LandingPage,,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | LinkedIn | {null}
717,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,LandingPage,Read,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | ConstantContact | Read
718,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,LandingPage,Learn,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | ConstantContact | Learn
719,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,LandingPage,Explore,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | ConstantContact | Explore
720,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,LandingPage,,https://studleys.com/landscaping/,https://studleys.com/landscaping/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Landscaping | ConstantContact | {null}
721,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,IrrigationServices,Read,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Facebook | Read
722,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,IrrigationServices,Learn,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Facebook | Learn
723,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,IrrigationServices,Explore,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Facebook | Explore
724,completed_without_short_link,SFG,Facebook,social,Landscaping,Landscaping,Facebook,Social,Landscaping,IrrigationServices,,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Facebook&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Facebook | {null}
725,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,IrrigationServices,Read,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | GMB | Read
726,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,IrrigationServices,Learn,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | GMB | Learn
727,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,IrrigationServices,Explore,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | GMB | Explore
728,completed_without_short_link,SFG,GMB,social,Landscaping,Landscaping,GMB,Social,Landscaping,IrrigationServices,,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=GMB&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | GMB | {null}
729,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,IrrigationServices,Read,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Instagram | Read
730,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,IrrigationServices,Learn,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Instagram | Learn
731,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,IrrigationServices,Explore,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Instagram | Explore
732,completed_without_short_link,SFG,Instagram,social,Landscaping,Landscaping,Instagram,Social,Landscaping,IrrigationServices,,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=Instagram&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | Instagram | {null}
733,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,IrrigationServices,Read,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | LinkedIn | Read
734,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,IrrigationServices,Learn,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | LinkedIn | Learn
735,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,IrrigationServices,Explore,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | LinkedIn | Explore
736,completed_without_short_link,SFG,LinkedIn,social,Landscaping,Landscaping,LinkedIn,Social,Landscaping,IrrigationServices,,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Landscaping&utm_term=IrrigationServices,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | LinkedIn | {null}
737,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,IrrigationServices,Read,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | ConstantContact | Read
738,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,IrrigationServices,Learn,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | ConstantContact | Learn
739,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,IrrigationServices,Explore,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=IrrigationServices&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | ConstantContact | Explore
740,completed_without_short_link,SFG,ConstantContact,email,Landscaping,Landscaping,ConstantContact,Email,Landscaping,IrrigationServices,,https://studleys.com/irrigation-services/,https://studleys.com/irrigation-services/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Landscaping&utm_term=IrrigationServices,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Irrigation Services | ConstantContact | {null}
741,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,LandingPage,Read,https://studleys.com/about/,https://studleys.com/about/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Facebook | Read
742,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,LandingPage,Learn,https://studleys.com/about/,https://studleys.com/about/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Facebook | Learn
743,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,LandingPage,Explore,https://studleys.com/about/,https://studleys.com/about/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Facebook | Explore
744,completed_without_short_link,SFG,Facebook,social,About,About,Facebook,Social,About,LandingPage,,https://studleys.com/about/,https://studleys.com/about/?utm_source=Facebook&utm_medium=Social&utm_campaign=About&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Facebook | {null}
745,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,LandingPage,Read,https://studleys.com/about/,https://studleys.com/about/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | GMB | Read
746,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,LandingPage,Learn,https://studleys.com/about/,https://studleys.com/about/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | GMB | Learn
747,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,LandingPage,Explore,https://studleys.com/about/,https://studleys.com/about/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | GMB | Explore
748,completed_without_short_link,SFG,GMB,social,About,About,GMB,Social,About,LandingPage,,https://studleys.com/about/,https://studleys.com/about/?utm_source=GMB&utm_medium=Social&utm_campaign=About&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | GMB | {null}
749,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,LandingPage,Read,https://studleys.com/about/,https://studleys.com/about/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Instagram | Read
750,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,LandingPage,Learn,https://studleys.com/about/,https://studleys.com/about/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Instagram | Learn
751,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,LandingPage,Explore,https://studleys.com/about/,https://studleys.com/about/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Instagram | Explore
752,completed_without_short_link,SFG,Instagram,social,About,About,Instagram,Social,About,LandingPage,,https://studleys.com/about/,https://studleys.com/about/?utm_source=Instagram&utm_medium=Social&utm_campaign=About&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | Instagram | {null}
753,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,LandingPage,Read,https://studleys.com/about/,https://studleys.com/about/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | LinkedIn | Read
754,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,LandingPage,Learn,https://studleys.com/about/,https://studleys.com/about/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | LinkedIn | Learn
755,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,LandingPage,Explore,https://studleys.com/about/,https://studleys.com/about/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | LinkedIn | Explore
756,completed_without_short_link,SFG,LinkedIn,social,About,About,LinkedIn,Social,About,LandingPage,,https://studleys.com/about/,https://studleys.com/about/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=About&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | LinkedIn | {null}
757,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,LandingPage,Read,https://studleys.com/about/,https://studleys.com/about/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=LandingPage&utm_content=Read,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | ConstantContact | Read
758,completed_without_short_link,SFG,ConstantContact,email,About,About,ConstantContact,Email,About,LandingPage,Learn,https://studleys.com/about/,https://studleys.com/about/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=About&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | About | ConstantContact | Learn
